Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
KATM   35963,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Rosales; Rosales,Rosaceae; Rosaceae,Aruncus; Aruncus,Aruncus sylvester; Aruncus dioicus,"","",1,"",EA,Aruncus sylvester  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-74,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60384 ALAAC=V143140,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","forb graminoid meadow, 135¿ azimuth, 25-35¿ slope, 100% vegetation cover, moist soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35963,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Rosales; Rosales,Rosaceae; Rosaceae,Aruncus; Aruncus,Aruncus sylvester; Aruncus dioicus,"","",1,"",EA,Aruncus sylvester  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-74,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60384 ALAAC=V143140,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","forb graminoid meadow, 135¿ azimuth, 25-35¿ slope, 100% vegetation cover, moist soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35964,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Festuca,brachyphylla,"","",1,"",EA,Festuca brachyphylla  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-77-b,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60385 ALAAC=V143141,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","less than 2% vegetation cover, dry sandy soil","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35964,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Festuca,brachyphylla,"","",1,"",EA,Festuca brachyphylla  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-77-b,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60385 ALAAC=V143141,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","less than 2% vegetation cover, dry sandy soil","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35964,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Festuca,brachyphylla,"","",1,"",EA,Festuca brachyphylla  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-77-b,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60385 ALAAC=V143141,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","less than 2% vegetation cover, dry sandy soil","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35965,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Asterales; Asterales,Asteraceae; Asteraceae,Eurybia; Aster,Eurybia sibirica; Aster sibiricus,"","",1,"",EA,Aster sibiricus  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-86,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60386 ALAAC=V143142,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35965,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Asterales; Asterales,Asteraceae; Asteraceae,Eurybia; Aster,Eurybia sibirica; Aster sibiricus,"","",1,"",EA,Aster sibiricus  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-86,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60386 ALAAC=V143142,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35965,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Asterales; Asterales,Asteraceae; Asteraceae,Eurybia; Aster,Eurybia sibirica; Aster sibiricus,"","",1,"",EA,Aster sibiricus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-86,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60386 ALAAC=V143142,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35966,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Poaceae; Poaceae; Poaceae,Festuca; Festuca; Festuca,Festuca rubra; Festuca rubra; Festuca rubra,"","",1,"",EA,Festuca rubra subsp. rubra  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-89-b,2002-07-31,COM/GD,"","",Arctos=UAM:Herb:60387 ALAAC=V143143,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","",dry sandy soil and scree,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35966,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Poaceae; Poaceae; Poaceae,Festuca; Festuca; Festuca,Festuca rubra; Festuca rubra; Festuca rubra,"","",1,"",EA,Festuca rubra subsp. rubra  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-89-b,2002-07-31,COM/GD,"","",Arctos=UAM:Herb:60387 ALAAC=V143143,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","",dry sandy soil and scree,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35966,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Poaceae; Poaceae; Poaceae,Festuca; Festuca; Festuca,Festuca rubra; Festuca rubra; Festuca rubra,"","",1,"",EA,Festuca rubra subsp. rubra  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-89-b,2002-07-31,COM/GD,"","",Arctos=UAM:Herb:60387 ALAAC=V143143,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","",dry sandy soil and scree,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35967,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Elymus,violaceus,"","",1,"",EA,Elymus trachycaulus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-89-c,2002-07-31,COM/GD,"","",Arctos=UAM:Herb:60388 ALAAC=V143144,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","",dry sandy soil and scree,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35967,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Elymus,violaceus,"","",1,"",EA,Elymus trachycaulus  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-89-c,2002-07-31,COM/GD,"","",Arctos=UAM:Herb:60388 ALAAC=V143144,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","",dry sandy soil and scree,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35967,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Elymus,violaceus,"","",1,"",EA,Elymus trachycaulus  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-89-c,2002-07-31,COM/GD,"","",Arctos=UAM:Herb:60388 ALAAC=V143144,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","",dry sandy soil and scree,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35968,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Festuca,richardsonii,"","",1,"",EA,Festuca richardsonii  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-89,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60389 ALAAC=V143145,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35968,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Festuca,richardsonii,"","",1,"",EA,Festuca richardsonii  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-89,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60389 ALAAC=V143145,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35968,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Festuca,richardsonii,"","",1,"",EA,Festuca richardsonii  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-89,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60389 ALAAC=V143145,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35969,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Juncaceae,Juncus,alpinoarticulatus,"","",1,"",EA,Juncus alpinoarticulatus  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-103,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60390 ALAAC=V143146,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, mud and standing water up to 20 cm, patchy, caespitose","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35970,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Agrostis,exarata,"","",1,"",EA,Agrostis alaskana  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-106,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60391 ALAAC=V143147,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud, scattered/patchy, loosely tufted","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35972,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Cardamine,umbellata,"","",1,"",EA,Cardamine umbellata  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-121,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60393 ALAAC=V143149,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","meadow near small stream with scattered alder, 180¿ azimuth, 5-10¿ slope, moist soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35972,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Cardamine,umbellata,"","",1,"",EA,Cardamine umbellata  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-121,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60393 ALAAC=V143149,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","meadow near small stream with scattered alder, 180¿ azimuth, 5-10¿ slope, moist soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35973,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Ericales,Ericaceae,Pyrola,minor,"","",1,"",EA,Pyrola minor  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-130,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60394 ALAAC=V143150,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.77,112 m,"","","","margin of Sphagnum fen, 180¿ azimuth, 10¿ slope, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35973,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Ericales,Ericaceae,Pyrola,minor,"","",1,"",EA,Pyrola minor  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-130,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60394 ALAAC=V143150,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.77,112 m,"","","","margin of Sphagnum fen, 180¿ azimuth, 10¿ slope, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35974,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,fragilis,"","",1,"",EA,Cystopteris fragilis  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-132,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60395 ALAAC=V143151,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, rock crevices, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35974,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,fragilis,"","",1,"",EA,Cystopteris fragilis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-132,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60395 ALAAC=V143151,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, rock crevices, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35975,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,scirpoidea,"","",1,"",EA,Carex scirpoidea  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-136,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60396 ALAAC=V143152,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","ericaceous low shrub tundra adjacent to talus slope, 315¿ azimuth, 25¿ slope, 5% vegetation cover, mesic soil, scattered, loosely tufted","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35975,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,scirpoidea,"","",1,"",EA,Carex scirpoidea  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-136,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60396 ALAAC=V143152,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","ericaceous low shrub tundra adjacent to talus slope, 315¿ azimuth, 25¿ slope, 5% vegetation cover, mesic soil, scattered, loosely tufted","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35976,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Cyperaceae; Cyperaceae,Carex; Carex,Carex argunensis; Carex rupestris,"","",1,"",EA,Carex rupestris  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-137,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60397 ALAAC=V143153,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, dry soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35976,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Cyperaceae; Cyperaceae,Carex; Carex,Carex argunensis; Carex rupestris,"","",1,"",EA,Carex rupestris  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-137,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60397 ALAAC=V143153,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, dry soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35977,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa glauca; Poa sinaica,"","",1,"",EA,Poa glauca  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-139,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60398 ALAAC=V143154,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, rock cracks, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35977,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa glauca; Poa sinaica,"","",1,"",EA,Poa glauca  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-139,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60398 ALAAC=V143154,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, rock cracks, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35978,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Antennaria,alpina,"","",1,"",EA,Antennaria alpina  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-141,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60399 ALAAC=V143155,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, dry soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35978,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Antennaria,alpina,"","",1,"",EA,Antennaria alpina  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-141,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60399 ALAAC=V143155,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, dry soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   35979,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Veronica,wormskjoldii,"","",1,"",EA,Veronica wormskjoldii  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-153,2002-07-14,COM/GD,"","",Arctos=UAM:Herb:60400 ALAAC=V143156,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Mirror Lake, headwaters of Funnel Cr., 250 m from Mirror Lake","",AK,WGS 84,"","","",N59.24/W154.78,,"","","","low shrub tundra with herbaceous sedge stream margin, 0¿ azimuth, 5-10¿ slope, 100% vegetation cover, moist humus/rocky soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
