Catalog #|Accession #|Class 1|Kingdom|Phylum/Division|Class|Order|Family|Sci. Name:Genus|Sci. Name:Species|Common Name|Item Count|Quantity|Storage Unit|Description|Dimens/Weight|Collector|Collection #|Collection Date|Condition|Condition Desc|Study #|Other Numbers|Cataloger|Catalog Date|Identified By|Ident Date|Repro Method|Locality|Unit|State|Reference Datum|Watrbody/Drain:Waterbody|Watrbody/Drain:Drainage|UTM Z/E/N|Lat LongN/W|Elevation|Depth|Depos Environ|Habitat/Comm|Habitat|Slope|Aspect|Soil Type|For/Per/Sub|Assoc Spec|Type Specimen|Threat/Endang|T/E Date|Rare|Exotic/Native|Age|Sex|Ctrl Prop|Location|Object Status|Status Date
KATM   35980|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|expansa|spreading woodfern|1|0|EA|Dryopteris expansa  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-155|7/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60401; ALAAC # V143157|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, along upper Funnel Cr.|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.5138 __ __154 __47.3394|396||||herbaceous dwarf shrub tundra; 50% vegetation cover; rocks; rare|||||Equisetum arvense, Saxifraga nelsoniana, Diapensia lapponica, Vaccinium uliginosum, Carex microchaeta, Salix arctica, Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35981|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Pedicularis|sudetica|sudetic lousewort|1|0|EA|Pedicularis sudetica albolabiata vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-158|7/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60402; ALAAC # V143158|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, along upper Funnel Cr.|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.5138 __ __154 __47.3394|396||||herbaceous dwarf shrub tundra; 50% vegetation cover; rocky ground; rare|||||Equisetum arvense, Saxifraga nelsoniana, Diapensia lapponica, Vaccinium uliginosum, Carex microchaeta, Salix arctica, Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35982|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Juncaceae|Luzula|arcuata|curved woodrush|1|0|EA|Luzula arcuata arcuata vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-161|7/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60403; ALAAC # V143159|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, along upper Funnel Cr.|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.5138 __ __154 __47.3394|396||||herbaceous dwarf shrub tundra; 50% vegetation cover; rocky ground; rare|||||Equisetum arvense, Saxifraga nelsoniana, Diapensia lapponica, Vaccinium uliginosum, Carex microchaeta, Salix arctica, Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35983|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Cardamine|umbellata|umbel bittercress|1|0|EA|Cardamine umbellata  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-166|7/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60404; ALAAC # V143160; Photo # AJ 2-9|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, along upper Funnel Cr.|KATM|AK|NAD 27||||59.24N/154.79W __59 __14.5122 __ __154 __47.5895|396||||ericaceous shrub graminoid meadow|||||Festuca altaica, Carex microchaeta, Empetrum nigrum, Vaccinium uliginosum, Valeriana capitata, Anemone narcissiflora, Thalictrum alpinum, Artemisia arctica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35984|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arnica|latifolia|broadleaf arnica|1|0|EA|Arnica latifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-175|7/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60405; ALAAC # V143161; Photo # AJ 2-11|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, SW edge of lake|KATM|AK|NAD 27||||59.24N/154.77W __59 __14.4659 __ __154 __46.753|396||||low shrub meadow; 45 degrees azimuth; 10 degrees slope; 100% vegetation cover; moist soil; rare|||||Salix barclayi, Salix glauca, Phyllodoce aleutica, Luetkea pectinata, Sanguisorba sitchensis, Athyrium filix-femina, Veratrum viride, Heracleum lanatum, Calamagrostis canadensis, Senecio triangularis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35985|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|stylosa|variegated sedge|1|0|EA|Carex stylosa  vascular plant specimens mounted on herbarium sheet; cf.||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-177|7/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60406; ALAAC # V143162|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, SW edge of lake, 100 m E of GPS point|KATM|AK|NAD 27||||59.24N/154.8W __59 __14.6993 __ __154 __48.3117|396||||moist soil|||||Equisetum arvense, Eleocharis spp., Geum calthifolium, Primula tschuktschorum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35986|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|macrochaeta|longawn sedge|1|0|EA|Carex macrochaeta  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-185|7/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60407; ALAAC # V143163; Photo # AJ 2-16|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, E side of lake|KATM|AK|NAD 27||||59.22N/154.73W __59 __13.5621 __ __154 __44.1563|396||||patchy; rhizomatous; immature|||||Carex spp., Salix spp., Luetkea pectinata, Vaccinium uliginosum, Phyllodoce spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35987|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Taraxacum|alaskanum|Northern Dandelion --Alaskan Dandelion|1|0|EA|Taraxacum alaskanum  vascular plant specimens mounted on herbarium sheet; was Taraxacum kamtschaticum||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-190|7/16/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60408; ALAAC # V143164; Photo # AJ 2-18|ANDERSON, MARGARET M.|6/26/2013 0:00|Brouillet, Luc|11/26/2003||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, 3-4 mi. E of lake|KATM|AK|NAD 27||||59.22N/154.66W __59 __13.5591 __ __154 __40.1321|518||||forb graminoid meadow; 0 degrees slope; 100% vegetation cover; moist soil; rare|||||Festuca altaica, Carex microchaeta, Carex podocarpa, Geranium erianthum, Geum calthifolium, Salix glauca, Salix reticulata||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35988|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Saxifraga|serpyllifolia|thymeleaf saxifrage|1|0|EA|Saxifraga serpyllifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-192|7/16/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60409; ALAAC # V143165; Photo # AJ 2-24|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills 4 mi. E of lake|KATM|AK|NAD 27||||59.24N/154.66W __59 __14.6779 __ __154 __39.6614|914||||270 degrees azimuth; 10 degrees slope; 20% vegetation cover; locally scattered|||||Saxifraga nelsoniana, Minuartia arctica, Poa vivipara', Luzula multiflora'||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35989|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Agrostis|mertensii|northern bentgrass --arctic bentgrass|1|0|EA|Agrostis mertensii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-195|7/16/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60410; ALAAC # V143166; Photo # AJ 2-26|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills N of lake|KATM|AK|NAD 27||||59.25N/154.74W __59 __15.2396 __ __154 __44.6222|457||||dwarf shrub tundra; 100% vegetation cover; moist soil; rare; at edge of ground squirrel hole; clumped|||||Empetrum nigrum, Betula nana, Vaccinium uliginosum, Salix arctica, Vaccinium vitis-idaea, Rhododendron camtschaticum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35990|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Aconitum|delphiniifolium|Monkshood --aconite --wolfsbane|1|0|EA|Aconitum delphinifolium  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-196|7/16/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60411; ALAAC # V143167; Photo # AJ 2-26|ANDERSON, MARGARET M.|6/26/2013 0:00|Ickert-Bond, Steffi|8/20/2007||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills N of lake|KATM|AK|NAD 27||||59.25N/154.74W __59 __15.2396 __ __154 __44.6222|457||||dwarf shrub tundra; 100% vegetation cover; moist soil; rare|||||Empetrum nigrum, Betula nana, Vaccinium uliginosum, Salix arctica, Vaccinium vitis-idaea, Rhododendron camtschaticum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35991|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Antennaria|alpina|alpine pussytoes|1|0|EA|Antennaria alpina  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-201|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60412; ALAAC # V143168; Photo # AJ 2-28|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, ponds on NW side of lake 100 m N of GPS point|KATM|AK|NAD 27||||59.24N/154.77W __59 __14.707 __ __154 __46.5972|396||||ericaceous low shrub tundra; gravel|||||Empetrum nigrum, Vaccinium uliginosum, Carex microchaeta||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35992|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arnica|lessingii|nodding arnica|1|0|EA|Arnica lessingii vascular plant specimens mounted on herbarium sheet; originally called Arnica lessingii lessingii but that synonym is not accepted by ITIS or ICMS||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-210|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60413; ALAAC # V143169; Photo # AJ 2-29|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, edge of pond just NW of lake|KATM|AK|NAD 27||||59.24N/154.77W __59 __14.8437 __ __154 __46.4066|396||||wet low shrub sedge meadow; 100% vegetation cover; mesic soil; scattered|||||Salix reticulata, Carex podocarpa, Festuca altaica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35993|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Cerastium|beeringianum|chickweed --Bering chickweed|1|0|EA|Cerastium beeringianum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-225|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60414; ALAAC # V143170; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Lipkin, Rob|6/15/2007||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; rare|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35994|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Minuartia|rubella|boreal stitchwort --beautiful sandwort|1|0|EA|Minuartia rubella  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-227|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60415; ALAAC # V143171; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; scattered|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35995|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|rotundifolia|least willow|1|0|EA|Salix rotundifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-234|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60416; ALAAC # V143172|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.22N/154.77W __59 __13.229 __ __154 __46.278|762||||patchy|||||moss, Minuartia spp., Salix spp., Artemisia arctica, Rhododendron camtschaticum, Saxifraga nelsoniana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35996|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Potentilla|hyparctica|Arctic cinquefoil|1|0|EA|Potentilla hyparctica  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-235|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60417; ALAAC # V143173; Photo # AJ 3-8|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.78W __59 __13.8914 __ __154 __46.8151|610||||270 degrees azimuth; 45 degrees slope; scattered|||||Silene acaulis, Acomastylis rossii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35997|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Poa||bluegrass --bluegrass spp.|1|0|EA|Poa   vascular plant specimens mounted on herbarium sheet; sterile, viviparous?||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-236|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60418; ALAAC # V143174; Photo # AJ 3-8|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.78W __59 __13.8914 __ __154 __46.8151|610||||271 degrees azimuth; 45 degrees slope; scattered|||||Silene acaulis, Acomastylis rossii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35998|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|fuscescens|Alaska bog willow|1|0|EA|Salix fuscescens  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-244|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60419; ALAAC # V143175; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; numerous|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   35999|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Alismatales|Potamogetonaceae|Potamogeton|pusillus|small pondweed|1|0|EA|Potamogeton pusillus tenuissimus vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-259|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60420; ALAAC # V143176; Photo # IP 3-4|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, N end of pond S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.59W __59 __0.9203 __ __155 __35.9134|198||||pond with round cobble bottom; submerged under .5 m water; scattered/patchy|||||Potamogeton spp., Isoetes spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36000|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Eriophorum|chamissonis|Chamissos cotton-grass --russet cottonsedge --Chamisso's cottongrass'|1|0|EA|Eriophorum chamissonis  vascular plant specimens mounted on herbarium sheet; was Eriophorum russeolum||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-401|8/5/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60421; ALAAC # V143177; Photo # AJ 3-18|ANDERSON, MARGARET M.|6/26/2013 0:00|Elven, Reidar; Murray, David F.|2/27/2009||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., SW shore of Contact Lake (large lake just W of Contact Cr.)|KATM|AK|NAD 27||||58.2N/155.97W __58 __12.4643 __ __155 __58.3124|183||||wet low shrub sedge fen; 100% vegetation cover; scattered|||||Betula nana, Salix reticulata, Salix glauca, Equisetum arvense, Pentaphylloides floribunda||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36001|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|expansa|spreading woodfern|1|0|EA|Dryopteris expansa  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-408|8/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60422; ALAAC # V143178; Photo # AJ 3-21|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Naknek; Katmai National Park; Alaska Peninsula, Contact Cr., Red Mt. (peak 1721) NW of confl. of Contact Cr. and King Salmon R.'|KATM|AK|NAD 27||||58.21N/156.08W __58 __12.6073 __ __156 __5.2005|472||||dwarf shrub tundra and stony slopes; 180 degrees azimuth; 25 degrees slope; 80% vegetation cover; talus slope; rare|||||Rhododendron camtschaticum, Salix arctica, Diapensia lapponica, Carex microchaeta, Empetrum nigrum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36002|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|spectabilis|showy sedge|1|0|EA|Carex spectabilis  vascular plant specimens mounted on herbarium sheet;  cf.||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-415|8/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60423; ALAAC # V143179; Photo # AJ 2-23|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Naknek; Katmai National Park; Alaska Peninsula, Contact Cr., Red Mt. (peak 1721) NW of confl. of Contact Cr. and King Salmon R.'|KATM|AK|NAD 27||||58.2N/156.08W __58 __12.2758 __ __156 __5.0464|366||||meadow within alder thicket; 100% vegetation cover; mesic soil; scattered|||||Calamagrostis canadensis, Salix spp., Alnus spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36003|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Agrostis|scabra|rough bentgrass --rough bent --ticklegrass|1|0|EA|Agrostis scabra  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-418|8/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60424; ALAAC # V143180|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Naknek; Katmai National Park; Alaska Peninsula, Contact Cr., lowlands between Red Mt. and Contact Lake (large lake just W of Contact Cr.)|KATM|AK|NAD 27||||58.2N/156.02W __58 __12.4325 __ __156 __1.6781|168||||tussock tundra; 100% vegetation cover; mesic soil; rare|||||Eriophorum spp., Empetrum nigrum, Betula nana, Salix arctica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36004|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Juncaceae|Juncus|triglumis|threehulled rush --three-hulled rush|1|0|EA|Juncus triglumis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-420|8/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60425; ALAAC # V143181|ANDERSON, MARGARET M.|6/26/2013 0:00|Elven, Reidar|3/13/2009||QUAD: Naknek; Katmai National Park; Alaska Peninsula, Contact Cr., lowlands between Red Mt. and Contact Lake (large lake just W of Contact Cr.)|KATM|AK|NAD 27||||58.21N/156W __58 __12.756 __ __156 __0.348|198||||open pothole in low shrub tundra; 40% vegetation cover; mesic soil; patchy|||||Empetrum nigrum, Carex aquatilis, Agrostis spp., Loiseleuria procumbens||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36005|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Alismatales|Potamogetonaceae|Potamogeton|praelongus|white-stem pondweed --whitestem pondweed|1|0|EA|Potamogeton praelongus  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-423 A|9/1/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60426; ALAAC # V143182|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., SW shore of Contact Lake (large lake just W of Contact Cr.)|KATM|AK|NAD 28||||58.21N/155.98W __58 __12.735 __ __155 __58.9455|168||||aquatic|||||Potamogeton spp., Subularia aquatica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
